ID_dataset;Etat_civil;Nom;Prenoms;sexe_genre;spla.pro;Ile_en_Ile;date of birth;YEAR birth;place of birth;country_birth;date of death;year death;place of death;country_death;country of citizenship;occupation;languages;ORCID iD;Wiki_ID;ISNI;VIAF;Website;wikipage_en;wikipage_fr;wikipage_ht;len_wiki_en;len_wiki_fr;len_wiki_ht
AU;Renaud Alix;Renaud;Alix;m;;renaud;30/08/1945;1945;Port-au-Prince;Haiti;;;;;Haiti;"journalist;poet;writer";French;;Q2837289;0000 0001 0899 0297;49327117;#N/A;0;https://fr.wikipedia.org/wiki/Alix_Renaud;https://ht.wikipedia.org/wiki/Alix_Renaud;#N/A;13126;3952
AU;Rey Charlier Jacques;Rey Charlier;Jacques;m;;charlier_jacques;04/05/1945;1945;;;;;;;Haiti;writer;French;;Q79392504;;;#N/A;0;0;0;#N/A;#N/A;#N/A
AU;Rigaud Apollon Marlène;Rigaud Apollon;Marlène;f;marlene-rigaud-apollon.32103;apollon;01/01/1945;1945;Cap-Haïtien;Haiti;;;;;Haiti;"poet;writer";French;;Q12894134;0000 0000 4251 8351;4204233;#N/A;https://en.wikipedia.org/wiki/Marl%C3%A8ne_Rigaud_Apollon;0;https://ht.wikipedia.org/wiki/Marl%C3%A8ne_Rigaud_Apollon;2713;#N/A;1369
WIKI;Jacques Roche;Roche;Jacques;m;;;01/01/1961;1961;Cavaellon;Haiti;14/07/2005;2005;Haiti;Haiti;Haiti;"journalist;poet";French;;Q3159899;0000 0000 8075 3125;122368037;#N/A;https://en.wikipedia.org/wiki/Jacques_Roche;https://fr.wikipedia.org/wiki/Jacques_Roche;https://ht.wikipedia.org/wiki/Jacques_Roche;9959;2539;801
WIKI;Roger Gaillard;Roger;Gaillard;m;;gaillard;10/04/1923;1923;Port-au-Prince;Haiti;"2000-01-01T00:00Z;2000-05-25T00:00Z";2000;;;Haiti;"historian;writer";French;;Q3438996;0000 0000 2268 693X;27074457;#N/A;https://en.wikipedia.org/wiki/Roger_Gaillard_(historian);https://fr.wikipedia.org/wiki/Roger_Gaillard_(historien_ha%C3%AFtien);https://ht.wikipedia.org/wiki/Roger_Gaillard;1850;3191;1624
AU;Saint-Éloi Rodney;Saint-Éloi;Rodney;m;;saint-eloi;27/08/1963;1963;Cavaellon;Haiti;;;;;Haiti;"writer;poet;essayist";French;;Q3438235;0000 0001 2101 5701;56783467;#N/A;https://en.wikipedia.org/wiki/Rodney_Saint-%C3%89loi;https://fr.wikipedia.org/wiki/Rodney_Saint-%C3%89loi;https://ht.wikipedia.org/wiki/Rodney_Saint-%C3%89loi;2505;6059;1185
AU;Saint-Louis Mentor Ulysse ;Saint-Louis Mentor;Ulysse ;m;ulysse-saint-louis-mentor.52497;;;;;;;;;;"Haiti;Canada";enseignant-chercheur;French;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Sandino  Alexandre Fednel;Sandino ;Alexandre Fednel;m;;;;1978;;;;;;;Haiti;writer;French;;;0000 0000 4393 7304;46304109;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Scott-Lemoine Jacqueline;Scott-Lemoine;Jacqueline;f;;scott;28/10/1923;1923;Port-au-Prince;Haiti;09/07/2011;2011;Dakar;Senegal;"Haiti;Senegal";"actor;writer";French;;Q26252340;0000 0000 4303 2759;19931184;#N/A;0;https://fr.wikipedia.org/wiki/Jacqueline_Scott-Lemoine;https://ht.wikipedia.org/wiki/Jacqueline_Scott-Lemoine;#N/A;7059;805
AU;Suprice Lenous Guillaume;Suprice;Lenous Guillaume;m;;suprice;;;Fond des Blancs;Haiti;;;;;"Haiti;Canada";"poet;writer";"Haitian Creole; French";;Q55217215;;;#N/A;0;0;0;#N/A;#N/A;#N/A
AU;Suréna Elsie;Suréna;Elsie;f;;surena;01/01/1956;1956;Port-au-Prince;Haiti;;;;;Haiti;"photographer;poet";French;;Q12890326;0000 0001 1497 7646;122176630;#N/A;https://en.wikipedia.org/wiki/Elsie_Sur%C3%A9na;0;https://ht.wikipedia.org/wiki/Elsie_Surena;3380;#N/A;1367
AU;Tavernier Janine;Tavernier;Janine;f;;tavernier;23/03/1935;1935;Port-au-Prince;Haiti;27/02/2019;2019;Tampa;United States of America;Haiti;"novelist;poet;university teacher";French;;Q3162015;0000 0000 7363 2739;71514411;#N/A;0;https://fr.wikipedia.org/wiki/Janine_Tavernier;0;#N/A;4916;#N/A
AU;Théard Marie-Alice;Théard;Marie-Alice;f;;theard;03/08/1948;1948;Port-au-Prince;Haiti;;;;;Haiti;"novelist;poet;writer";French;;Q12894088;0000 0000 3749 9854;14109213;#N/A;https://en.wikipedia.org/wiki/Marie-Alice_Th%C3%A9ard;0;https://ht.wikipedia.org/wiki/Marie-Alice_Th%C3%A9ard;2493;#N/A;1206
AU;Trouillot Évelyne;Trouillot;Évelyne;f;;trouillot_evelyne;02/01/1954;1954;Port-au-Prince;Haiti;;;;;Haiti;"playwright;writer;children's writer;poet;essayist";French;;Q12890535;0000 0001 1461 5119;59220009;#N/A;https://en.wikipedia.org/wiki/%C3%89velyne_Trouillot;https://fr.wikipedia.org/wiki/%C3%89velyne_Trouillot;https://ht.wikipedia.org/wiki/%C3%89velyne_Trouillot;4853;5739;2448
AU;Trouillot Lyonel;Trouillot;Lyonel;m;;trouillot_lyonel;31/12/1956;1956;Port-au-Prince;Haiti;;;;;Haiti;"journalist;poet;novelist;writer";French;;Q637689;0000 0003 8321 3791;267680342;#N/A;https://en.wikipedia.org/wiki/Lyonel_Trouillot;https://fr.wikipedia.org/wiki/Lyonel_Trouillot;https://ht.wikipedia.org/wiki/Lyonel_Trouillot;6134;10179;7938
AU;Victor Gary;Victor;Gary;m;;victor_gary;09/07/1958;1958;Port-au-Prince;Haiti;;;;;Haiti;"journalist;playwright;screenwriter;politician";French;;Q3098632;0000 0001 0866 2517;6109517;#N/A;https://en.wikipedia.org/wiki/Gary_Victor;https://fr.wikipedia.org/wiki/Gary_Victor;https://ht.wikipedia.org/wiki/Gary_Victor;3821;8831;5718
AU;Voltaire Marcelin Michèle;Voltaire Marcelin;Michèle;f;;voltaire-marcelin;01/01/1955;1955;Port-au-Prince;Haiti;;;;;Haiti;writer;French;;Q18461233;0000 0001 1454 3637;106569746;#N/A;0;0;https://ht.wikipedia.org/wiki/Mich%C3%A8le_Voltaire-Marcelin;#N/A;#N/A;895
