ID_dataset;Complete Name;Nom;Prenoms;sex or gender;spla.pro;Ile_en_Ile;date of birth;YEAR birth;place of birth;country_birth;date of death;year death;place of death;country_death;country of citizenship;occupation;languages;ORCID iD;Wiki_ID;ISNI;VIAF;Date_birth_in_bio;DELETE;Date_in_Viaf;Website;wikipage_en;wikipage_fr;wikipage_ht;len_wiki_en;len_wiki_fr;len_wiki_ht;in anais list;;;etat_civil
AU;Léonidas Jean-Robert;Léonidas;Jean-Robert;male;jean-robert-leonidas.14137;leonidas;11/06/1946;1946;Jérémie;Haiti;;;;;Haiti;physician writer;French;;Q3169950;0000 0001 0879 1247;23852925;;0;;#N/A;0;https://fr.wikipedia.org/wiki/Jean-Robert_L%C3%A9onidas;https://ht.wikipedia.org/wiki/Jean-Robert_L%C3%A9onidas;#N/A;7062;6381;1;;;Mondesir Jean Billy
AU;Lominy J.M.;Lominy;J.M.;male;j-m-lominy.39539;;;;;;;;;;;;;;;;;0;0;0;http://jmlominy.com/;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;;;Monnin Michel
AU;Lucas Rafaël;Lucas;Rafaël;male;rafael-lucas.20069;;;;;;;;;;;;;;;;;0;0;0;http://mondesfrancophones.com/author/rlucas/;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;;;Narcisse J.-P. Richard
AU;Magloire Nadine;Magloire;Nadine;female;nadine-magloire.32116;magloire_nadine;10/02/1932;1932;Port-au-Prince;Haiti;;;;;;novelist;;;Q47571408;;;;0;;#N/A;https://en.wikipedia.org/wiki/Nadine_Magloire;0;0;2232;#N/A;#N/A;1;;;Neptune Miriam
WIKI;Martha Jean-Claude;Martha;Jean-Claude;female;;;21/03/1919;1919;Port-au-Prince;Haiti;14/11/2001;2001;Havana;Cuba;Haiti;"writer;civil rights advocate;singer";;;Q12894146;;106207687;;1;;#N/A;https://en.wikipedia.org/wiki/Martha_Jean-Claude;0;https://ht.wikipedia.org/wiki/Martha_Jean-Claude;3820;#N/A;2163;0;;;Nerette Leslie Gaëlle
AU;Manigat Jr. Angelucci;Manigat Jr.;Angelucci;male;angelucci-manigat.14141;manigat;01/01/1963;1963;Port-au-Prince;Haiti;;;;;Haiti;writer;Haitian Creole;;Q12887389;;;;0;;#N/A;0;0;https://ht.wikipedia.org/wiki/Angelucci_Manigat,_Jr.;#N/A;#N/A;795;1;;;Noël James
AU;Mars Kettly;Mars;Kettly;female;kettly-mars.7317;mars;03/09/1958;1958;Port-au-Prince;Haiti;;;;;Haiti;"writer;poet";French;;Q3195618;0000 0000 8354 584X;7664185;;0;;#N/A;https://en.wikipedia.org/wiki/Kettly_Mars;https://fr.wikipedia.org/wiki/Kettly_Mars;https://ht.wikipedia.org/wiki/Kettly_Mars;9651;6812;4034;1;;;Ollivier Émile
AU;Martelly Stéphane;Martelly;Stéphane;female;stephane-martelly.6345;martelly;01/01/1974;1974;Port-au-Prince;Haiti;;;;;Haiti;writer;French;;Q18636498;0000 0000 7364 3817;17386405;;0;;#N/A;0;0;https://ht.wikipedia.org/wiki/Stephane_Martelly;#N/A;#N/A;3060;1;;;Orcel Makenzy
AU;Sixto Maurice;Sixto;Maurice;male;;sixto;23/05/1919;1919;Gonaïves;Haiti;12/05/1984;1984;Philadelphia;United States of America;Haiti;"pedagogue;writer;Lodyans";;;Q3301423;0000 0003 7442 9275;38119665;;1;;#N/A;https://en.wikipedia.org/wiki/Maurice_Sixto;https://fr.wikipedia.org/wiki/Maurice_Sixto;https://ht.wikipedia.org/wiki/Maurice_Sixto;3745;2676;5312;0;;;Papillon Margaret
AU;Mathieu Marie-Soeurette;Mathieu;Marie-Soeurette;female;;mathieu;10/08/1949;1949;Port-au-Prince;Haiti;;;;;Canada;"poet;writer;novelist";French;;Q468040;0000 0001 1492 8510;65739650;;0;;#N/A;https://en.wikipedia.org/wiki/Marie-S%C5%93urette_Mathieu;https://fr.wikipedia.org/wiki/Marie-S%C5%93urette_Mathieu;https://ht.wikipedia.org/wiki/Marie-S%C5%93urette_Mathieu;2663;6796;2174;1;;;Papillon Iléus
AU;Mathurin Rodolphe;Mathurin;Rodolphe;male;rodolphe-mathurin-sonson-mathurin.40382;;09/12/1967;1967;Port-au-Prince;Haiti;;;;;Haiti;"novelist;teacher;short story writer";;;Q83521548;0000 0003 7142 7047;251038722;;0;;#N/A;0;https://fr.wikipedia.org/wiki/Rodolphe_Mathurin;0;#N/A;3884;#N/A;1;;;Paret Roland
AU;Maurouard Elvire;Maurouard;Elvire;female;elvire-maurouard.5772;maurouard;01/01/1971;1971;Jérémie;Haiti;;;;;Haiti;writer;French;;Q12890330;0000 0001 1038 8115;12488209;;0;;#N/A;0;0;https://ht.wikipedia.org/wiki/Elvire_Maurouard;#N/A;#N/A;3895;1;;;Pasquet Fabienne
AU;Merisier Emilio;Merisier;Emilio;male;emilio-merisier.19581;;;1992;;;;;;;;;;;;;;0;0;0;http://www.shelterofpoetry.webs.com;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;;;Pasquet Jean-Marc
AU;Métellus Jean;Métellus;Jean;male;jean-metellus.5240;metellus;30/04/1937;1937;Jacmel;Haiti;04/01/2014;2014;Bonneuil-sur-Marne;France;Haiti;"poet;essayist;novelist;neurologist;playwright";French;;Q3173661;0000 0001 1038 4448;12312423;;0;;http://www.jeanmetellus.com;https://en.wikipedia.org/wiki/Jean_Metellus;https://fr.wikipedia.org/wiki/Jean_M%C3%A9tellus;https://ht.wikipedia.org/wiki/Jean_Metellus;2833;8799;4450;1;;;Paul Cauvin
AU;Michel Emeline;Michel;Emeline;female;emeline-michel.6661;;01/01/1967;1967;Gonaïves;Haiti;;;;;Haiti;"singer-songwriter;singer";;;Q5370358;0000 0000 7365 6386;44495833;;0;;http://www.emeline-michel.com;https://en.wikipedia.org/wiki/Emeline_Michel;https://fr.wikipedia.org/wiki/%C3%89meline_Michel;https://ht.wikipedia.org/wiki/Emeline_Michel;2034;13575;3647;1;;;Péan Stanley
AU;Michel G. Bertrand;Michel;G. Bertrand;male;g-bertrand-michel.39804;;;;Port-au-Prince;Haiti;;;;;;"researcher;writer";;;;;133938850;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;;;Phelps Anthony
AU;Alexis Jacques-Stephen;Alexis;Jacques-Stephen;male;jacques-stephen-alexis.5849;alexis_jacques-stephen;22/04/1922;1922;Gonaïves;Haiti;01/04/1961;1961;Haiti;Haiti;Haiti;"politician;writer;novelist;poet;neurologist";French;;Q3031679;"0000 0003 6864 3558; 0000 0001 2137 9361";68924500;;1;;#N/A;https://en.wikipedia.org/wiki/Jacques_Stephen_Alexis;https://fr.wikipedia.org/wiki/Jacques_Stephen_Alexis;https://ht.wikipedia.org/wiki/Jacques-Stephen_Alexis;6039;11864;7592;0;;;Pierre Claude C.
AU;Milcé Jean-Euphèle;Milcé;Jean-Euphèle;male;jean-euphele-milce.14143;milce;01/01/1969;1969;;;;;;;Haiti;"writer;poet;journalist";French;;Q12891863;0000 0001 2145 6507;101168619;;0;;#N/A;0;https://fr.wikipedia.org/wiki/Jean-Euph%C3%A8le_Milc%C3%A9;https://ht.wikipedia.org/wiki/Jean-Euph%C3%A8le_Milc%C3%A9;#N/A;6150;2145;1;;;Pierre-Dahomey Néhémy
AU;Moïse Lenelle;Moïse;Lenelle;female;lenelle-moise.39606;;01/01/1980;1980;Port-au-Prince;Haiti;;;;;"United States of America;Haiti";"poet;actor;playwright;writer";;;Q6522408;0000 0004 2337 5745;305856687;;0;;http://www.lenellemoise.com/;https://en.wikipedia.org/wiki/Lenelle_Mo%C3%AFse;0;https://ht.wikipedia.org/wiki/Lenelle_Mo%C3%AFse;4600;#N/A;1500;1;;;Poujol Oriol Paulette
AU;Philoctète René;Philoctète;René;male;;philoctete;16/11/1932;1932;Jérémie;Haiti;17/07/1995;1995;Port-au-Prince;Haiti;Haiti;"journalist;poet;playwright";French;;Q3045950;0000 0001 1470 7590;36967735;;1;;#N/A;https://en.wikipedia.org/wiki/Ren%C3%A9_Philoct%C3%A8te;https://fr.wikipedia.org/wiki/Ren%C3%A9_Philoct%C3%A8te;https://ht.wikipedia.org/wiki/Ren%C3%A9_Philoct%C3%A8te;1651;5570;3188;0;;;Prophète Emmelie
AU;Mondesir Jean Billy;Mondesir;Jean Billy;male;jean-billy-mondesir.38629;;;1984;;;;;;;;;;;;;;1;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;;;Régis Guy
AU;Monnin Michel;Monnin;Michel;male;;monnin;01/01/1941;1941;;;;;;;Switzerland;writer;French;;Q6836494;0000 0000 2563 1213;71568689;;0;;#N/A;https://en.wikipedia.org/wiki/Michel_Monnin;0;0;1205;#N/A;#N/A;1;;;Renaud Alix
AU;Morisseau Roland;Morisseau;Roland;male;roland-morisseau.14145;morisseau_roland;22/09/1933;1933;Port-au-Prince;Haiti;29/06/1995;1995;Montreal;Canada;Haiti;writer;French;;Q12896340;0000 0001 1932 4695;13918227;;1;;#N/A;0;0;https://ht.wikipedia.org/wiki/Roland_Morisseau;#N/A;#N/A;737;0;;;Rey Charlier Jacques
WIKI;Assotto Saint;;;male;;;"1957-10-02T00:00Z;1957-01-01T00:00Z";1957;Les Cayes;Haiti;"1994-06-29T00:00Z;1994-01-01T00:00Z";1994;New York City;United States of America;United States of America;"poet;artist;author;LGBTIQ+ rights activist;dancer;editor";;;Q18808886;0000 0000 2991 7323;75494266;1;1;;#N/A;https://en.wikipedia.org/wiki/Assotto_Saint;0;0;6919;#N/A;#N/A;0;;;Rigaud Apollon Marlène
AU;Narcisse J.-P. Richard;Narcisse;J.-P. Richard;male;;narcisse;;1961;;;;;;;;;;;Q55217260;;;1;0;0;#N/A;0;0;0;#N/A;#N/A;#N/A;1;;;Jacques Roche
AU;Neptune Miriam;Neptune;Miriam;female;miriam-neptune.14781;;;;;;;;;;;;;;;;;0;0;0;http://neptunemir.github.io/webpage/;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;;;Roger Gaillard
AU;Nerette Leslie Gaëlle;Nerette;Leslie Gaëlle;female;leslie-gaelle-nerette.16703;;;;;;;;;;;;;;;;;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;;;Saint-Éloi Rodney
AU;Noël James;Noël;James;male;;noel;01/01/1978;1978;Hinche;Haiti;;;;;Haiti;"children's writer;actor;poet";French;;Q3161308;0000 0000 7851 2357;58863888;;0;;#N/A;https://en.wikipedia.org/wiki/James_No%C3%ABl_(poet);https://fr.wikipedia.org/wiki/James_No%C3%ABl;https://ht.wikipedia.org/wiki/James_No%C3%ABl;2784;12200;4469;1;;;Saint-Louis Mentor Ulysse 
AU;Ollivier Émile;Ollivier;Émile;male;;ollivier;11/02/1940;1940;Port-au-Prince;Haiti;10/11/2002;2002;Montreal;Canada;Haiti;writer;French;;Q286293;0000 0001 1030 5455;87423596;;0;;#N/A;https://en.wikipedia.org/wiki/%C3%89mile_Ollivier;https://fr.wikipedia.org/wiki/%C3%89mile_Ollivier_(homme_politique);0;18163;22479;#N/A;1;;;Sandino  Alexandre Fednel
AU;Orcel Makenzy;Orcel;Makenzy;male;;orcel;18/09/1983;1983;Port-au-Prince;Haiti;;;;;Haiti;writer;French;;Q3280752;0000 0001 2145 7331;101540165;;0;;#N/A;0;https://fr.wikipedia.org/wiki/Makenzy_Orcel;https://ht.wikipedia.org/wiki/Makenzy_Orcel;#N/A;5100;3243;1;;;Scott-Lemoine Jacqueline
AU;Papillon Iléus;Papillon;Iléus;male;;papillon_ileus;08/06/1984;1984;Haiti;Haiti;;;;;Haiti;"writer;poet;journalist";;;Q55217189;;308246796;;0;;#N/A;0;https://fr.wikipedia.org/wiki/Il%C3%A9us_Papillon;https://ht.wikipedia.org/wiki/Il%C3%A9us_Papillon;#N/A;4022;3860;1;;;Suprice Lenous Guillaume
AU;Papillon Margaret;Papillon;Margaret;female;;papillon_margaret;14/11/1958;1958;Port-au-Prince;Haiti;;;;;Haiti;writer;French;;Q12894055;0000 0000 5160 1149;46871390;;0;;#N/A;0;0;https://ht.wikipedia.org/wiki/Margaret_Papillon;#N/A;#N/A;1104;1;;;Suréna Elsie
AU;Paret Roland;Paret;Roland;male;;paret;01/01/1943;1943;Cap-Haïtien;Haiti;;;;;Haiti;"film director;writer";French;;Q18607375;0000 0000 7418 7999;77542865;;0;;#N/A;0;0;https://ht.wikipedia.org/wiki/Roland_Paret;#N/A;#N/A;1186;1;;;Tavernier Janine
AU;Pasquet Fabienne;Pasquet;Fabienne;female;;pasquet_fabienne;22/12/1954;1954;Geneva;Switzerland;;;;;France;"writer;actor;translator";French;;Q12890543;0000 0000 3197 2479;69067500;;0;;#N/A;0;0;https://ht.wikipedia.org/wiki/Fabienne_Pasquet;#N/A;#N/A;952;1;;;Théard Marie-Alice
AU;Pasquet Jean-Marc;Pasquet;Jean-Marc;male;;pasquet_jean-marc;01/01/1959;1957;;Suisse;;;;;Switzerland;writer;French;;Q12891869;0000 0000 5622 2383;17339130;;0;;#N/A;0;0;https://ht.wikipedia.org/wiki/Jean-Marc_Pasquet;#N/A;#N/A;737;1;;;Trouillot Évelyne
AU;Paul Cauvin;Paul;Cauvin;male;;paul;03/03/1942;1942;Port-de-Paix;Haiti;;;;;Haiti;writer;Haitian Creole;;Q12888685;0000 0000 7364 2080;12482254;;0;;#N/A;0;0;https://ht.wikipedia.org/wiki/Cauvin_Paul;#N/A;#N/A;829;1;;;Trouillot Lyonel
AU;Péan Stanley;Péan;Stanley;male;;pean;31/03/1966;1966;Port-au-Prince;Haiti;;;;;"Haiti;Canada";"writer;children's writer";French;;Q3496855;0000 0000 7361 3175;12423959;;0;;#N/A;0;https://fr.wikipedia.org/wiki/Stanley_P%C3%A9an;https://ht.wikipedia.org/wiki/Stanley_P%C3%A9an;#N/A;14474;3516;1;;;Victor Gary
AU;Phelps Anthony;Phelps;Anthony;male;;phelps;25/08/1928;1928;Port-au-Prince;Haiti;;;;;Haiti;"writer;playwright;poet";French;;Q2852916;0000 0001 1047 1891;27080479;;0;;#N/A;0;https://fr.wikipedia.org/wiki/Anthony_Phelps;https://ht.wikipedia.org/wiki/Anthony_Phelps;#N/A;16675;13349;1;;;Voltaire Marcelin Michèle
AU;Accilien Cécile;Accilien;Cécile;female;cecile-accilien.22014;;;;;;;;;;"United States of America;Haiti";researcher;English;;;0000 0000 7103 8269;121070806;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;;;
AU;Pierre Claude C.;Pierre;Claude C.;male;;pierre_claude;28/02/1941;1941;Corail, Grand'Anse;Haiti;24/06/2017;2017;Canada;Canada;Haiti;poet;;;Q2977119;0000 0000 7363 1189;66592624;;0;;#N/A;0;https://fr.wikipedia.org/wiki/Claude_C._Pierre;https://ht.wikipedia.org/wiki/Claude_Pierre;#N/A;3999;2772;1;;;
AU;Pierre-Dahomey Néhémy;Pierre-Dahomey;Néhémy;male;;pierre-dahomey;;1986;;;;;;;;;;;Q55217188;;;1;0;0;#N/A;0;0;0;#N/A;#N/A;#N/A;1;;;
AU;Poujol Oriol Paulette;Poujol Oriol;Paulette;female;;poujol-oriol;12/05/1926;1926;Port-au-Prince;Haiti;11/03/2011;2011;;;Haiti;"actor;novelist;writer";;;Q12895266;0000 0000 3286 5675;21358336;;0;;#N/A;https://en.wikipedia.org/wiki/Paulette_Poujol-Oriol;0;https://ht.wikipedia.org/wiki/Paulette_Poujol_Oriol;8460;#N/A;1566;1;;;
AU;Prophète Emmelie;Prophète;Emmelie;female;;prophete_emmelie;15/06/1971;1971;Port-au-Prince;Haiti;;;;;Haiti;"journalist;poet;writer";French;;Q3053007;0000 0001 2131 5552;47904412;;0;;#N/A;https://en.wikipedia.org/wiki/Emmelie_Proph%C3%A8te;https://fr.wikipedia.org/wiki/Emmelie_Proph%C3%A8te;https://ht.wikipedia.org/wiki/Emmelie_Proph%C3%A8te;2360;4337;2597;1;;;
AU;Régis Guy;Régis;Guy;male;;regis;01/01/1974;1974;Port-au-Prince;Haiti;;;;;Haiti;"writer;director;playwright";French;;Q2396474;0000 0001 2207 5263;170304147;;0;;#N/A;0;https://fr.wikipedia.org/wiki/Guy_Junior_R%C3%A9gis;https://ht.wikipedia.org/wiki/Guy_Junior_R%C3%A9gis;#N/A;15312;2706;1;;;
AU;Renaud Alix;Renaud;Alix;male;;renaud;30/08/1945;1945;Port-au-Prince;Haiti;;;;;Haiti;"journalist;poet;writer";French;;Q2837289;0000 0001 0899 0297;49327117;;0;;#N/A;0;https://fr.wikipedia.org/wiki/Alix_Renaud;https://ht.wikipedia.org/wiki/Alix_Renaud;#N/A;13126;3952;1;;;
AU;Rey Charlier Jacques;Rey Charlier;Jacques;male;;charlier_jacques;04/05/1945;1945;;;;;;;;writer;;;Q79392504;;;;0;;#N/A;0;0;0;#N/A;#N/A;#N/A;1;;;
AU;Rigaud Apollon Marlène;Rigaud Apollon;Marlène;female;marlene-rigaud-apollon.32103;apollon;01/01/1945;1945;Cap-Haïtien;Haiti;;;;;Haiti;"poet;writer";French;;Q12894134;0000 0000 4251 8351;4204233;;0;;#N/A;https://en.wikipedia.org/wiki/Marl%C3%A8ne_Rigaud_Apollon;0;https://ht.wikipedia.org/wiki/Marl%C3%A8ne_Rigaud_Apollon;2713;#N/A;1369;1;;;
WIKI;Roger Gaillard;Roger;Gaillard;male;;gaillard;10/04/1923;1923;Port-au-Prince;Haiti;"2000-01-01T00:00Z;2000-05-25T00:00Z";2000;;;Haiti;"historian;writer";French;;Q3438996;0000 0000 2268 693X;27074457;;0;;#N/A;https://en.wikipedia.org/wiki/Roger_Gaillard_(historian);https://fr.wikipedia.org/wiki/Roger_Gaillard_(historien_ha%C3%AFtien);https://ht.wikipedia.org/wiki/Roger_Gaillard;1850;3191;1624;1;;;
WIKI;Antoine Innocent;Antoine;Innocent;male;antoine-innocent.35107;innocent_antoine;###############################################################################################################################################################################################################################################################;;Port-au-Prince;Haiti;"1960-01-01T00:00Z;1960-04-13T00:00Z";1960;;;Haiti;writer;Haitian Creole;;Q16945793;0000 0000 1361 0060;27143782;;1;;#N/A;0;0;https://ht.wikipedia.org/wiki/Antoine_Innocent;#N/A;#N/A;1964;0;;;
AU;Attilus Rhoddy;Attilus;Rhoddy;male;rhoddy-attilus.43531;;;1975;;;;;;;Haïti;novelist;Haitian Creole;;;;;1;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;;;
AU;Bellegarde Louis Dantès;Bellegarde;Louis Dantès;male;dantes-bellegarde.14059;bellegarde;18/05/1877;;Port-au-Prince;Haiti;16/06/1966;1966;Port-au-Prince;Haiti;Haiti;"historian;diplomat;politician";French;;Q3015752;0000 0000 2314 2651;46803770;;1;;#N/A;https://en.wikipedia.org/wiki/Dant%C3%A8s_Bellegarde;https://fr.wikipedia.org/wiki/Dant%C3%A8s_Louis_Bellegarde;https://ht.wikipedia.org/wiki/Dant%C3%A8s_Bellegarde;2835;8765;2178;0;;;
AU;Carly Frantz;Carly;Frantz;male;frantz-carly.43366;;;;;;;;;;;;;;;;70131753;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;;;
AU;Saint-Éloi Rodney;Saint-Éloi;Rodney;male;;saint-eloi;27/08/1963;1963;Cavaellon;Haiti;;;;;Haiti;"writer;poet;essayist";French;;Q3438235;0000 0001 2101 5701;56783467;;0;;#N/A;https://en.wikipedia.org/wiki/Rodney_Saint-%C3%89loi;https://fr.wikipedia.org/wiki/Rodney_Saint-%C3%89loi;https://ht.wikipedia.org/wiki/Rodney_Saint-%C3%89loi;2505;6059;1185;1;;;
AU;Saint-Louis Mentor Ulysse ;Saint-Louis Mentor;Ulysse ;male;ulysse-saint-louis-mentor.52497;;;;;;;;;;;;;;;;;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;;;
WIKI;Cléante Valcin;Céante Valcin;;female;;valcin;###############################################################################################################################################################################################################################################################;;Port-au-Prince;Haiti;26/01/1956;1956;;;Haiti;writer;French;;Q62577905;0000 0000 7708 6210;107035071;;1;;#N/A;https://en.wikipedia.org/wiki/Cl%C3%A9ante_Valcin;0;https://ht.wikipedia.org/wiki/Cl%C3%A9ante_Valcin;1831;#N/A;2161;0;;;
AU;Scott-Lemoine Jacqueline;Scott-Lemoine;Jacqueline;female;;scott;28/10/1923;1923;Port-au-Prince;Haiti;09/07/2011;2011;Dakar;Senegal;"Haiti;Senegal";"actor;writer";French;;Q26252340;0000 0000 4303 2759;19931184;;0;;#N/A;0;https://fr.wikipedia.org/wiki/Jacqueline_Scott-Lemoine;https://ht.wikipedia.org/wiki/Jacqueline_Scott-Lemoine;#N/A;7059;805;1;;;
AU;Chery Romel;Chery;Romel;male;romel-chery.12826;;;1954;;Haiti;;;;;Canada;writer;French;;Q20562029;0000 0003 7445 6724;11892751;0;0;1;#N/A;0;0;https://ht.wikipedia.org/wiki/Romel_Chery;#N/A;#N/A;718;1;;;
AU;Suprice Lenous Guillaume;Suprice;Lenous Guillaume;male;;suprice;;;Fond des Blancs;Haiti;;;;;"Haiti;Canada";"poet;writer";Haitian Creole;;Q55217215;;;0;0;0;#N/A;0;0;0;#N/A;#N/A;#N/A;1;;;
AU;Suréna Elsie;Suréna;Elsie;female;;surena;01/01/1956;1956;Port-au-Prince;Haiti;;;;;Haiti;"photographer;poet";;;Q12890326;0000 0001 1497 7646;122176630;;0;;#N/A;https://en.wikipedia.org/wiki/Elsie_Sur%C3%A9na;0;https://ht.wikipedia.org/wiki/Elsie_Surena;3380;#N/A;1367;1;;;
WIKI;Ida Faubert;Ida;Faubert;female;ida-faubert.14100;faubert;###############################################################################################################################################################################################################################################################;;Port-au-Prince;Haiti;01/01/1969;1969;Joinville-le-Pont;France;Haiti;"writer;poet";French;;Q3147761;0000 0001 1615 1733;31001109;;1;;#N/A;https://en.wikipedia.org/wiki/Ida_Faubert;https://fr.wikipedia.org/wiki/Ida_Faubert;https://ht.wikipedia.org/wiki/Ida_Faubert;9994;3912;3223;0;;;
AU;Tavernier Janine;Tavernier;Janine;female;;tavernier;23/03/1935;1935;Port-au-Prince;Haiti;27/02/2019;2019;Tampa;United States of America;Haiti;"novelist;poet;university teacher";French;;Q3162015;0000 0000 7363 2739;71514411;;0;;#N/A;0;https://fr.wikipedia.org/wiki/Janine_Tavernier;0;#N/A;4916;#N/A;1;;;
AU;Théard Marie-Alice;Théard;Marie-Alice;female;;theard;03/08/1948;1948;Port-au-Prince;Haiti;;;;;Haiti;"novelist;poet;writer";French;;Q12894088;0000 0000 3749 9854;14109213;;0;;#N/A;https://en.wikipedia.org/wiki/Marie-Alice_Th%C3%A9ard;0;https://ht.wikipedia.org/wiki/Marie-Alice_Th%C3%A9ard;2493;#N/A;1206;1;;;
WIKI;Jean Price-Mars;Jean;Price-Mars;male;;price-mars;###############################################################################################################################################################################################################################################################;;Grande Rivière du Nord;Haiti;01/03/1969;1969;Pétion-Ville;Haiti;Haiti;"anthropologist;diplomat;writer;ethnologist;ethnographer;politician;historian";French;;Q3045911;0000 0000 8098 4249;19710657;;1;;#N/A;https://en.wikipedia.org/wiki/Jean_Price-Mars;https://fr.wikipedia.org/wiki/Jean_Price_Mars;https://ht.wikipedia.org/wiki/Jean_Price-Mars;7853;9407;3000;0;;;
AU;Trouillot Évelyne;Trouillot;Évelyne;female;;trouillot_evelyne;02/01/1954;1954;Port-au-Prince;Haiti;;;;;Haiti;"playwright;writer;children's writer;poet;essayist";French;;Q12890535;0000 0001 1461 5119;59220009;;0;;#N/A;https://en.wikipedia.org/wiki/%C3%89velyne_Trouillot;https://fr.wikipedia.org/wiki/%C3%89velyne_Trouillot;https://ht.wikipedia.org/wiki/%C3%89velyne_Trouillot;4853;5739;2448;1;;;
AU;Trouillot Lyonel;Trouillot;Lyonel;male;;trouillot_lyonel;31/12/1956;1956;Port-au-Prince;Haiti;;;;;Haiti;"journalist;poet;novelist;writer";French;;Q637689;0000 0003 8321 3791;267680342;;0;;#N/A;https://en.wikipedia.org/wiki/Lyonel_Trouillot;https://fr.wikipedia.org/wiki/Lyonel_Trouillot;https://ht.wikipedia.org/wiki/Lyonel_Trouillot;6134;10179;7938;1;;;
AU;Victor Gary;Victor;Gary;male;;victor_gary;09/07/1958;1958;Port-au-Prince;Haiti;;;;;Haiti;"journalist;playwright;screenwriter;politician";French;;Q3098632;0000 0001 0866 2517;6109517;;0;;#N/A;https://en.wikipedia.org/wiki/Gary_Victor;https://fr.wikipedia.org/wiki/Gary_Victor;https://ht.wikipedia.org/wiki/Gary_Victor;3821;8831;5718;1;;;
WIKI;Leon Laleau;Leon;Laleau;male;;laleau;###############################################################################################################################################################################################################################################################;;Port-au-Prince;Haiti;07/09/1979;1979;Port-au-Prince;Haiti;Haiti;"journalist;politician;diplomat;playwright;poet";French;;Q3271119;0000 0000 4057 4640;27101960;;1;;#N/A;https://en.wikipedia.org/wiki/Leon_Laleau;https://fr.wikipedia.org/wiki/L%C3%A9on_Laleau;https://ht.wikipedia.org/wiki/L%C3%A9on_Laleau;3468;4137;1442;0;;;
AU;Voltaire Marcelin Michèle;Voltaire Marcelin;Michèle;female;;voltaire-marcelin;01/01/1955;1955;Port-au-Prince;Haiti;;;;;Haiti;writer;;;Q18461233;0000 0001 1454 3637;106569746;;0;;#N/A;0;0;https://ht.wikipedia.org/wiki/Mich%C3%A8le_Voltaire-Marcelin;#N/A;#N/A;895;1;;;
AU;Milard Martine;Milard;Martine;female;martine-milard.39817;;;1978;;;;;;;;;;;;;79225128;0;0;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;;;
AU;Moïse Serge H.;Moïse;Serge H.;male;serge-h-moise.49711;;;1942;;;;;;;;;;;;;309817046;0;0;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;;;
AU;Sandino  Alexandre Fednel;Sandino ;Alexandre Fednel;male;;;;;;;;;;;;;;;;;46304109;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;;;
WIKI;Jean-Claude Bajeux;;;male;;;17/09/1931;1931;Port-au-Prince;Haiti;05/08/2011;2011;Port-au-Prince;Haiti;Haiti;"political activist;teacher;writer";;;Q6169086;0000 0000 5511 6239;55290165;;0;;#N/A;https://en.wikipedia.org/wiki/Jean-Claude_Bajeux;https://fr.wikipedia.org/wiki/Jean-Claude_Bajeux;https://ht.wikipedia.org/wiki/Jean-Claude_Bajeux;13483;7730;1284;1;;;
WIKI;Suzanne Comhaire-Sylvain;Suzanne;Comhaire-Sylvain;female;suzanne-comhaire-sylvain.14081;comhaire-sylvain;###############################################################################################################################################################################################################################################################;;Port-au-Prince;Haiti;20/06/1975;1975;Nigeria;Nigeria;Haiti;"writer;anthropologist";French;;Q12897540;0000 0000 8352 1450;4936954;;1;;#N/A;https://en.wikipedia.org/wiki/Suzanne_Comhaire-Sylvain;https://fr.wikipedia.org/wiki/Suzanne_Comhaire-Sylvain;https://ht.wikipedia.org/wiki/Suzanne_Comhaire-Sylvain;9945;9430;4730;0;;;
WIKI;Kern Delince;;;male;;;27/11/1923;1923;Jacmel;Haiti;30/12/2016;2016;New York City;United States of America;Haiti;writer;;;Q16946741;0000 0000 6642 3285;91894167;;0;;#N/A;https://en.wikipedia.org/wiki/Kern_Delince;0;https://ht.wikipedia.org/wiki/Kern_Delince;9642;#N/A;795;1;;;
